Transaction ID,Date,Month,Day,Year,Customer ID,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount,5% discounted price,,
250,10/23/2023,Oct,Mon,2023,CUST250,Male,48,Adult,Electronics,1,50,50,2.5,,
251,8/31/2023,Aug,Thu,2023,CUST251,Female,57,Older Adults,Beauty,4,50,200,2.5,,
252,5/5/2023,May,Fri,2023,CUST252,Male,54,Older Adults,Electronics,1,300,300,15,,
253,8/31/2023,Aug,Thu,2023,CUST253,Female,53,Older Adults,Clothing,4,500,2000,25,,
254,7/28/2023,Jul,Fri,2023,CUST254,Male,41,Adult,Electronics,1,500,500,25,,
255,4/8/2023,Apr,Sat,2023,CUST255,Male,48,Adult,Clothing,1,30,30,1.5,,
256,2/18/2023,Feb,Sat,2023,CUST256,Male,23,Adolescents,Clothing,2,500,1000,25,,
257,2/19/2023,Feb,Sun,2023,CUST257,Male,19,Adolescents,Beauty,4,500,2000,25,,
258,12/4/2023,Dec,Mon,2023,CUST258,Female,37,Adult,Clothing,1,50,50,2.5,,
259,8/9/2023,Aug,Wed,2023,CUST259,Female,45,Adult,Clothing,4,50,200,2.5,,
260,7/1/2023,Jul,Sat,2023,CUST260,Male,28,Adult,Beauty,2,30,60,1.5,,
261,8/5/2023,Aug,Sat,2023,CUST261,Male,21,Adolescents,Clothing,2,25,50,1.25,,
262,7/30/2023,Jul,Sun,2023,CUST262,Female,32,Adult,Beauty,4,30,120,1.5,,
263,8/28/2023,Aug,Mon,2023,CUST263,Male,23,Adolescents,Beauty,2,30,60,1.5,,
264,1/28/2023,Jan,Sat,2023,CUST264,Male,47,Adult,Clothing,3,300,900,15,,
265,12/11/2023,Dec,Mon,2023,CUST265,Male,55,Older Adults,Clothing,3,300,900,15,,
266,12/1/2023,Dec,Fri,2023,CUST266,Female,19,Adolescents,Electronics,2,30,60,1.5,,
267,11/27/2023,Nov,Mon,2023,CUST267,Female,32,Adult,Beauty,3,30,90,1.5,,
268,2/20/2023,Feb,Mon,2023,CUST268,Female,28,Adult,Electronics,1,30,30,1.5,,
269,2/1/2023,Feb,Wed,2023,CUST269,Male,25,Adolescents,Clothing,4,500,2000,25,,
270,7/26/2023,Jul,Wed,2023,CUST270,Male,43,Adult,Electronics,1,300,300,15,,
271,6/23/2023,Jun,Fri,2023,CUST271,Female,62,Older Adults,Beauty,4,30,120,1.5,,
272,2/25/2023,Feb,Sat,2023,CUST272,Female,61,Older Adults,Electronics,2,50,100,2.5,,
273,5/8/2023,May,Mon,2023,CUST273,Female,22,Adolescents,Beauty,1,50,50,2.5,,
274,4/9/2023,Apr,Sun,2023,CUST274,Female,23,Adolescents,Clothing,2,500,1000,25,,
275,4/8/2023,Apr,Sat,2023,CUST275,Male,43,Adult,Clothing,2,500,1000,25,,
276,10/2/2023,Oct,Mon,2023,CUST276,Female,21,Adolescents,Beauty,4,25,100,1.25,,
277,8/18/2023,Aug,Fri,2023,CUST277,Male,36,Adult,Clothing,4,25,100,1.25,,
278,3/13/2023,Mar,Mon,2023,CUST278,Female,37,Adult,Clothing,4,25,100,1.25,,
279,8/5/2023,Aug,Sat,2023,CUST279,Male,50,Older Adults,Clothing,1,500,500,25,,
280,4/4/2023,Apr,Tue,2023,CUST280,Female,37,Adult,Clothing,3,500,1500,25,,
281,5/23/2023,May,Tue,2023,CUST281,Female,29,Adult,Beauty,4,500,2000,25,,
282,8/25/2023,Aug,Fri,2023,CUST282,Female,64,Older Adults,Electronics,4,50,200,2.5,,
283,5/8/2023,May,Mon,2023,CUST283,Female,18,Adolescents,Electronics,1,500,500,25,,
284,2/8/2023,Feb,Wed,2023,CUST284,Male,43,Adult,Clothing,4,50,200,2.5,,
285,8/15/2023,Aug,Tue,2023,CUST285,Female,31,Adult,Electronics,1,25,25,1.25,,
286,10/9/2023,Oct,Mon,2023,CUST286,Male,55,Older Adults,Electronics,2,25,50,1.25,,
287,2/20/2023,Feb,Mon,2023,CUST287,Male,54,Older Adults,Clothing,4,25,100,1.25,,
288,1/26/2023,Jan,Thu,2023,CUST288,Male,28,Adult,Clothing,4,30,120,1.5,,
289,11/30/2023,Nov,Thu,2023,CUST289,Male,53,Older Adults,Electronics,2,30,60,1.5,,
290,10/4/2023,Oct,Wed,2023,CUST290,Female,30,Adult,Beauty,2,300,600,15,,
291,1/8/2023,Jan,Sun,2023,CUST291,Male,60,Older Adults,Clothing,2,300,600,15,,
292,2/17/2023,Feb,Fri,2023,CUST292,Male,20,Adolescents,Beauty,4,300,1200,15,,
293,5/2/2023,May,Tue,2023,CUST293,Male,50,Older Adults,Electronics,3,30,90,1.5,,
294,3/27/2023,Mar,Mon,2023,CUST294,Female,23,Adolescents,Clothing,3,30,90,1.5,,
295,7/28/2023,Jul,Fri,2023,CUST295,Female,27,Adult,Beauty,3,300,900,15,,
296,9/6/2023,Sep,Wed,2023,CUST296,Female,22,Adolescents,Clothing,4,300,1200,15,,
297,9/4/2023,Sep,Mon,2023,CUST297,Female,40,Adult,Electronics,2,500,1000,25,,
298,4/20/2023,Apr,Thu,2023,CUST298,Male,27,Adult,Beauty,4,300,1200,15,,
299,7/25/2023,Jul,Tue,2023,CUST299,Male,61,Older Adults,Electronics,2,500,1000,25,,
300,1/31/2023,Jan,Tue,2023,CUST300,Female,19,Adolescents,Electronics,4,50,200,2.5,,
301,3/26/2023,Mar,Sun,2023,CUST301,Male,30,Adult,Clothing,4,30,120,1.5,,
302,7/14/2023,Jul,Fri,2023,CUST302,Male,57,Older Adults,Beauty,2,300,600,15,,
303,1/2/2023,Jan,Mon,2023,CUST303,Male,19,Adolescents,Electronics,3,30,90,1.5,,
304,7/19/2023,Jul,Wed,2023,CUST304,Female,37,Adult,Electronics,2,30,60,1.5,,
305,5/16/2023,May,Tue,2023,CUST305,Female,18,Adolescents,Beauty,1,30,30,1.5,,
306,8/21/2023,Aug,Mon,2023,CUST306,Male,54,Older Adults,Electronics,1,50,50,2.5,,
307,5/27/2023,May,Sat,2023,CUST307,Female,26,Adult,Electronics,2,25,50,1.25,,
308,8/5/2023,Aug,Sat,2023,CUST308,Female,34,Adult,Beauty,4,300,1200,15,,
309,12/23/2023,Dec,Sat,2023,CUST309,Female,26,Adult,Beauty,1,25,25,1.25,,
310,10/12/2023,Oct,Thu,2023,CUST310,Female,28,Adult,Beauty,1,25,25,1.25,,
311,12/5/2023,Dec,Tue,2023,CUST311,Female,32,Adult,Beauty,4,25,100,1.25,,
312,9/7/2023,Sep,Thu,2023,CUST312,Male,41,Adult,Clothing,4,30,120,1.5,,
313,3/21/2023,Mar,Tue,2023,CUST313,Female,55,Older Adults,Beauty,3,500,1500,25,,
314,4/8/2023,Apr,Sat,2023,CUST314,Male,52,Older Adults,Clothing,4,30,120,1.5,,
315,6/1/2023,Jun,Thu,2023,CUST315,Male,47,Adult,Clothing,2,30,60,1.5,,
316,4/22/2023,Apr,Sat,2023,CUST316,Female,48,Adult,Clothing,2,25,50,1.25,,
317,1/30/2023,Jan,Mon,2023,CUST317,Male,22,Adolescents,Electronics,3,30,90,1.5,,
318,10/24/2023,Oct,Tue,2023,CUST318,Male,61,Older Adults,Clothing,1,25,25,1.25,,
319,10/5/2023,Oct,Thu,2023,CUST319,Male,31,Adult,Clothing,1,500,500,25,,
320,2/1/2023,Feb,Wed,2023,CUST320,Female,28,Adult,Electronics,4,300,1200,15,,
321,6/10/2023,Jun,Sat,2023,CUST321,Female,26,Adult,Electronics,2,25,50,1.25,,
322,1/30/2023,Jan,Mon,2023,CUST322,Male,51,Older Adults,Electronics,1,500,500,25,,
323,1/26/2023,Jan,Thu,2023,CUST323,Female,29,Adult,Beauty,3,300,900,15,,
324,10/27/2023,Oct,Fri,2023,CUST324,Female,52,Older Adults,Electronics,3,50,150,2.5,,
325,9/2/2023,Sep,Sat,2023,CUST325,Female,52,Older Adults,Electronics,2,25,50,1.25,,
326,9/15/2023,Sep,Fri,2023,CUST326,Female,18,Adolescents,Clothing,3,25,75,1.25,,
327,9/29/2023,Sep,Fri,2023,CUST327,Male,57,Older Adults,Electronics,3,50,150,2.5,,
328,3/22/2023,Mar,Wed,2023,CUST328,Male,39,Adult,Beauty,2,50,100,2.5,,
329,1/30/2023,Jan,Mon,2023,CUST329,Female,46,Adult,Electronics,4,25,100,1.25,,
330,9/18/2023,Sep,Mon,2023,CUST330,Female,25,Adolescents,Beauty,4,50,200,2.5,,
331,2/11/2023,Feb,Sat,2023,CUST331,Male,28,Adult,Electronics,3,30,90,1.5,,
332,4/6/2023,Apr,Thu,2023,CUST332,Male,58,Older Adults,Electronics,4,300,1200,15,,
333,2/5/2023,Feb,Sun,2023,CUST333,Female,54,Older Adults,Electronics,4,300,1200,15,,
334,11/1/2023,Nov,Wed,2023,CUST334,Male,31,Adult,Electronics,3,300,900,15,,
335,2/4/2023,Feb,Sat,2023,CUST335,Female,47,Adult,Beauty,4,30,120,1.5,,
336,12/12/2023,Dec,Tue,2023,CUST336,Female,52,Older Adults,Beauty,3,50,150,2.5,,
337,5/1/2023,May,Mon,2023,CUST337,Male,38,Adult,Clothing,1,500,500,25,,
338,7/26/2023,Jul,Wed,2023,CUST338,Male,54,Older Adults,Beauty,2,50,100,2.5,,
339,3/3/2023,Mar,Fri,2023,CUST339,Female,22,Adolescents,Electronics,2,25,50,1.25,,
340,10/19/2023,Oct,Thu,2023,CUST340,Female,36,Adult,Clothing,4,300,1200,15,,
341,5/7/2023,May,Sun,2023,CUST341,Male,31,Adult,Clothing,4,50,200,2.5,,
342,10/24/2023,Oct,Tue,2023,CUST342,Female,43,Adult,Clothing,4,500,2000,25,,
343,11/1/2023,Nov,Wed,2023,CUST343,Male,21,Adolescents,Electronics,2,25,50,1.25,,
344,1/21/2023,Jan,Sat,2023,CUST344,Female,42,Adult,Beauty,1,30,30,1.5,,
345,11/14/2023,Nov,Tue,2023,CUST345,Male,62,Older Adults,Electronics,1,30,30,1.5,,
346,2/11/2023,Feb,Sat,2023,CUST346,Male,59,Older Adults,Clothing,2,500,1000,25,,
347,8/3/2023,Aug,Thu,2023,CUST347,Male,42,Adult,Electronics,1,25,25,1.25,,
348,12/3/2023,Dec,Sun,2023,CUST348,Female,35,Adult,Electronics,2,300,600,15,,
349,10/26/2023,Oct,Thu,2023,CUST349,Female,57,Older Adults,Beauty,1,50,50,2.5,,
350,10/17/2023,Oct,Tue,2023,CUST350,Male,25,Adolescents,Beauty,3,25,75,1.25,,
351,9/25/2023,Sep,Mon,2023,CUST351,Female,56,Older Adults,Clothing,3,30,90,1.5,,
352,6/11/2023,Jun,Sun,2023,CUST352,Male,57,Older Adults,Electronics,2,500,1000,25,,
353,5/14/2023,May,Sun,2023,CUST353,Male,31,Adult,Electronics,1,500,500,25,,
354,4/15/2023,Apr,Sat,2023,CUST354,Female,49,Adult,Beauty,4,50,200,2.5,,
355,12/9/2023,Dec,Sat,2023,CUST355,Female,55,Older Adults,Electronics,1,500,500,25,,
356,6/10/2023,Jun,Sat,2023,CUST356,Male,50,Older Adults,Electronics,3,500,1500,25,,
357,5/3/2023,May,Wed,2023,CUST357,Female,40,Adult,Electronics,3,25,75,1.25,,
358,5/16/2023,May,Tue,2023,CUST358,Female,32,Adult,Beauty,1,300,300,15,,
359,7/22/2023,Jul,Sat,2023,CUST359,Male,50,Older Adults,Clothing,1,50,50,2.5,,
360,3/9/2023,Mar,Thu,2023,CUST360,Male,42,Adult,Clothing,4,25,100,1.25,,
361,12/10/2023,Dec,Sun,2023,CUST361,Female,34,Adult,Electronics,4,300,1200,15,,
362,11/27/2023,Nov,Mon,2023,CUST362,Male,50,Older Adults,Clothing,1,25,25,1.25,,
363,6/3/2023,Jun,Sat,2023,CUST363,Male,64,Older Adults,Beauty,1,25,25,1.25,,
364,8/23/2023,Aug,Wed,2023,CUST364,Female,19,Adolescents,Beauty,1,500,500,25,,
365,6/11/2023,Jun,Sun,2023,CUST365,Male,31,Adult,Clothing,1,300,300,15,,
366,2/7/2023,Feb,Tue,2023,CUST366,Male,57,Older Adults,Clothing,2,50,100,2.5,,
367,1/5/2023,Jan,Thu,2023,CUST367,Female,57,Older Adults,Electronics,1,50,50,2.5,,
368,8/23/2023,Aug,Wed,2023,CUST368,Female,56,Older Adults,Clothing,4,300,1200,15,,
369,11/15/2023,Nov,Wed,2023,CUST369,Male,23,Adolescents,Electronics,3,500,1500,25,,
370,10/16/2023,Oct,Mon,2023,CUST370,Male,23,Adolescents,Electronics,2,30,60,1.5,,
371,2/21/2023,Feb,Tue,2023,CUST371,Female,20,Adolescents,Beauty,1,25,25,1.25,,
372,2/7/2023,Feb,Tue,2023,CUST372,Female,24,Adolescents,Beauty,3,500,1500,25,,
373,10/3/2023,Oct,Tue,2023,CUST373,Female,25,Adolescents,Beauty,2,300,600,15,,
374,4/20/2023,Apr,Thu,2023,CUST374,Female,59,Older Adults,Beauty,3,25,75,1.25,,
375,9/17/2023,Sep,Sun,2023,CUST375,Male,32,Adult,Clothing,1,50,50,2.5,,
376,5/16/2023,May,Tue,2023,CUST376,Female,64,Older Adults,Beauty,1,30,30,1.5,,
377,3/9/2023,Mar,Thu,2023,CUST377,Female,46,Adult,Clothing,4,50,200,2.5,,
378,6/28/2023,Jun,Wed,2023,CUST378,Male,50,Older Adults,Beauty,1,300,300,15,,
379,2/5/2023,Feb,Sun,2023,CUST379,Female,47,Adult,Clothing,1,25,25,1.25,,
380,5/6/2023,May,Sat,2023,CUST380,Male,56,Older Adults,Electronics,2,300,600,15,,
381,7/9/2023,Jul,Sun,2023,CUST381,Female,44,Adult,Clothing,4,25,100,1.25,,
382,5/26/2023,May,Fri,2023,CUST382,Female,53,Older Adults,Clothing,2,500,1000,25,,
383,3/22/2023,Mar,Wed,2023,CUST383,Female,46,Adult,Beauty,3,30,90,1.5,,
384,8/13/2023,Aug,Sun,2023,CUST384,Male,55,Older Adults,Clothing,1,500,500,25,,
385,10/6/2023,Oct,Fri,2023,CUST385,Male,50,Older Adults,Electronics,3,500,1500,25,,
386,12/27/2023,Dec,Wed,2023,CUST386,Female,54,Older Adults,Electronics,2,300,600,15,,
387,6/4/2023,Jun,Sun,2023,CUST387,Male,44,Adult,Beauty,1,30,30,1.5,,
388,11/10/2023,Nov,Fri,2023,CUST388,Male,50,Older Adults,Electronics,1,25,25,1.25,,
389,12/1/2023,Dec,Fri,2023,CUST389,Male,21,Adolescents,Clothing,2,25,50,1.25,,
390,9/28/2023,Sep,Thu,2023,CUST390,Male,39,Adult,Electronics,2,50,100,2.5,,
391,1/5/2023,Jan,Thu,2023,CUST391,Male,19,Adolescents,Beauty,2,25,50,1.25,,
392,12/8/2023,Dec,Fri,2023,CUST392,Male,27,Adult,Clothing,2,300,600,15,,
393,10/11/2023,Oct,Wed,2023,CUST393,Female,22,Adolescents,Beauty,2,500,1000,25,,
394,6/3/2023,Jun,Sat,2023,CUST394,Female,27,Adult,Clothing,1,500,500,25,,
395,12/6/2023,Dec,Wed,2023,CUST395,Male,50,Older Adults,Electronics,2,500,1000,25,,
396,2/23/2023,Feb,Thu,2023,CUST396,Female,55,Older Adults,Beauty,1,30,30,1.5,,
397,3/10/2023,Mar,Fri,2023,CUST397,Female,30,Adult,Beauty,1,25,25,1.25,,
398,5/16/2023,May,Tue,2023,CUST398,Female,48,Adult,Clothing,2,300,600,15,,
399,3/1/2023,Mar,Wed,2023,CUST399,Female,64,Older Adults,Beauty,2,30,60,1.5,,
400,2/24/2023,Feb,Fri,2023,CUST400,Male,53,Older Adults,Clothing,4,50,200,2.5,,
401,10/11/2023,Oct,Wed,2023,CUST401,Female,62,Older Adults,Clothing,1,300,300,15,,
402,3/21/2023,Mar,Tue,2023,CUST402,Female,41,Adult,Clothing,2,300,600,15,,
403,5/20/2023,May,Sat,2023,CUST403,Male,32,Adult,Clothing,2,300,600,15,,
404,5/25/2023,May,Thu,2023,CUST404,Male,46,Adult,Electronics,2,500,1000,25,,
405,11/6/2023,Nov,Mon,2023,CUST405,Female,25,Adolescents,Clothing,4,300,1200,15,,
406,4/18/2023,Apr,Tue,2023,CUST406,Female,22,Adolescents,Beauty,4,25,100,1.25,,
407,6/25/2023,Jun,Sun,2023,CUST407,Female,46,Adult,Electronics,3,300,900,15,,
408,4/15/2023,Apr,Sat,2023,CUST408,Female,64,Older Adults,Beauty,1,500,500,25,,
409,12/18/2023,Dec,Mon,2023,CUST409,Female,21,Adolescents,Electronics,3,300,900,15,,
410,11/21/2023,Nov,Tue,2023,CUST410,Female,29,Adult,Clothing,2,50,100,2.5,,
411,5/16/2023,May,Tue,2023,CUST411,Male,62,Older Adults,Electronics,4,50,200,2.5,,
412,9/16/2023,Sep,Sat,2023,CUST412,Female,19,Adolescents,Electronics,4,500,2000,25,,
413,9/8/2023,Sep,Fri,2023,CUST413,Female,44,Adult,Beauty,3,25,75,1.25,,
414,5/9/2023,May,Tue,2023,CUST414,Male,48,Adult,Beauty,4,25,100,1.25,,
415,1/27/2023,Jan,Fri,2023,CUST415,Male,53,Older Adults,Clothing,2,30,60,1.5,,
416,2/17/2023,Feb,Fri,2023,CUST416,Male,53,Older Adults,Electronics,4,500,2000,25,,
417,11/21/2023,Nov,Tue,2023,CUST417,Male,43,Adult,Electronics,3,300,900,15,,
418,8/5/2023,Aug,Sat,2023,CUST418,Female,60,Older Adults,Electronics,2,500,1000,25,,
419,5/22/2023,May,Mon,2023,CUST419,Female,44,Adult,Clothing,3,30,90,1.5,,
420,1/23/2023,Jan,Mon,2023,CUST420,Female,22,Adolescents,Clothing,4,500,2000,25,,
421,1/2/2023,Jan,Mon,2023,CUST421,Female,37,Adult,Clothing,3,500,1500,25,,
422,6/20/2023,Jun,Tue,2023,CUST422,Female,28,Adult,Clothing,3,30,90,1.5,,
423,3/8/2023,Mar,Wed,2023,CUST423,Female,27,Adult,Clothing,1,25,25,1.25,,
424,11/23/2023,Nov,Thu,2023,CUST424,Male,57,Older Adults,Beauty,4,300,1200,15,,
425,5/15/2023,May,Mon,2023,CUST425,Female,55,Older Adults,Electronics,4,30,120,1.5,,
426,3/24/2023,Mar,Fri,2023,CUST426,Male,23,Adolescents,Electronics,3,50,150,2.5,,
427,8/15/2023,Aug,Tue,2023,CUST427,Male,25,Adolescents,Electronics,1,25,25,1.25,,
428,10/10/2023,Oct,Tue,2023,CUST428,Female,40,Adult,Electronics,4,50,200,2.5,,
429,12/28/2023,Dec,Thu,2023,CUST429,Male,64,Older Adults,Electronics,2,25,50,1.25,,
430,8/7/2023,Aug,Mon,2023,CUST430,Female,43,Adult,Electronics,3,300,900,15,,
431,10/15/2023,Oct,Sun,2023,CUST431,Male,63,Older Adults,Electronics,4,300,1200,15,,
432,1/5/2023,Jan,Thu,2023,CUST432,Female,60,Older Adults,Electronics,2,500,1000,25,,
433,2/27/2023,Feb,Mon,2023,CUST433,Male,29,Adult,Beauty,4,50,200,2.5,,
434,2/8/2023,Feb,Wed,2023,CUST434,Female,43,Adult,Electronics,2,25,50,1.25,,
435,12/20/2023,Dec,Wed,2023,CUST435,Female,30,Adult,Beauty,3,300,900,15,,
436,3/18/2023,Mar,Sat,2023,CUST436,Female,57,Older Adults,Clothing,4,30,120,1.5,,
437,10/7/2023,Oct,Sat,2023,CUST437,Female,35,Adult,Electronics,4,300,1200,15,,
438,1/19/2023,Jan,Thu,2023,CUST438,Female,42,Adult,Clothing,1,30,30,1.5,,
439,7/9/2023,Jul,Sun,2023,CUST439,Male,50,Older Adults,Clothing,3,25,75,1.25,,
440,10/26/2023,Oct,Thu,2023,CUST440,Male,64,Older Adults,Clothing,2,300,600,15,,
441,10/10/2023,Oct,Tue,2023,CUST441,Male,57,Older Adults,Beauty,4,300,1200,15,,
442,3/17/2023,Mar,Fri,2023,CUST442,Female,60,Older Adults,Clothing,4,25,100,1.25,,
443,8/9/2023,Aug,Wed,2023,CUST443,Male,29,Adult,Clothing,2,300,600,15,,
444,3/7/2023,Mar,Tue,2023,CUST444,Female,61,Older Adults,Clothing,3,30,90,1.5,,
445,1/22/2023,Jan,Sun,2023,CUST445,Female,53,Older Adults,Electronics,1,300,300,15,,
446,6/7/2023,Jun,Wed,2023,CUST446,Male,21,Adolescents,Electronics,1,50,50,2.5,,
447,7/6/2023,Jul,Thu,2023,CUST447,Male,22,Adolescents,Beauty,4,500,2000,25,,
448,1/21/2023,Jan,Sat,2023,CUST448,Female,54,Older Adults,Beauty,2,30,60,1.5,,
449,7/3/2023,Jul,Mon,2023,CUST449,Male,25,Adolescents,Electronics,4,50,200,2.5,,
450,4/18/2023,Apr,Tue,2023,CUST450,Female,59,Older Adults,Beauty,2,25,50,1.25,,
451,12/16/2023,Dec,Sat,2023,CUST451,Female,45,Adult,Electronics,1,30,30,1.5,,
452,5/8/2023,May,Mon,2023,CUST452,Female,48,Adult,Clothing,3,500,1500,25,,
453,12/8/2023,Dec,Fri,2023,CUST453,Female,26,Adult,Clothing,2,500,1000,25,,
454,2/22/2023,Feb,Wed,2023,CUST454,Female,46,Adult,Beauty,1,25,25,1.25,,
455,7/1/2023,Jul,Sat,2023,CUST455,Male,31,Adult,Electronics,4,25,100,1.25,,
456,10/14/2023,Oct,Sat,2023,CUST456,Male,57,Older Adults,Electronics,2,30,60,1.5,,
457,7/28/2023,Jul,Fri,2023,CUST457,Female,58,Older Adults,Beauty,3,300,900,15,,
458,11/14/2023,Nov,Tue,2023,CUST458,Female,39,Adult,Electronics,4,25,100,1.25,,
459,3/21/2023,Mar,Tue,2023,CUST459,Male,28,Adult,Clothing,4,300,1200,15,,
460,5/2/2023,May,Tue,2023,CUST460,Male,40,Adult,Beauty,1,50,50,2.5,,
461,3/25/2023,Mar,Sat,2023,CUST461,Female,18,Adolescents,Beauty,2,500,1000,25,,
462,4/1/2023,Apr,Sat,2023,CUST462,Male,63,Older Adults,Electronics,4,300,1200,15,,
463,7/31/2023,Jul,Mon,2023,CUST463,Female,54,Older Adults,Beauty,3,500,1500,25,,
464,1/13/2023,Jan,Fri,2023,CUST464,Male,38,Adult,Electronics,2,300,600,15,,
465,4/2/2023,Apr,Sun,2023,CUST465,Female,43,Adult,Electronics,3,50,150,2.5,,
466,6/20/2023,Jun,Tue,2023,CUST466,Male,63,Older Adults,Electronics,4,25,100,1.25,,
467,7/30/2023,Jul,Sun,2023,CUST467,Female,53,Older Adults,Electronics,3,50,150,2.5,,
468,12/9/2023,Dec,Sat,2023,CUST468,Male,40,Adult,Electronics,1,25,25,1.25,,
469,5/8/2023,May,Mon,2023,CUST469,Male,18,Adolescents,Beauty,3,25,75,1.25,,
470,5/17/2023,May,Wed,2023,CUST470,Female,57,Older Adults,Clothing,2,500,1000,25,,
471,3/23/2023,Mar,Thu,2023,CUST471,Male,32,Adult,Clothing,3,50,150,2.5,,
472,12/26/2023,Dec,Tue,2023,CUST472,Female,38,Adult,Beauty,3,300,900,15,,
473,2/25/2023,Feb,Sat,2023,CUST473,Male,64,Older Adults,Beauty,1,50,50,2.5,,
474,7/15/2023,Jul,Sat,2023,CUST474,Female,26,Adult,Clothing,3,500,1500,25,,
475,1/20/2023,Jan,Fri,2023,CUST475,Male,26,Adult,Clothing,3,25,75,1.25,,
476,8/29/2023,Aug,Tue,2023,CUST476,Female,27,Adult,Clothing,4,500,2000,25,,
477,4/24/2023,Apr,Mon,2023,CUST477,Male,43,Adult,Clothing,4,30,120,1.5,,
478,4/13/2023,Apr,Thu,2023,CUST478,Female,58,Older Adults,Clothing,2,30,60,1.5,,
479,8/24/2023,Aug,Thu,2023,CUST479,Male,52,Older Adults,Electronics,4,300,1200,15,,
480,6/29/2023,Jun,Thu,2023,CUST480,Female,42,Adult,Beauty,4,500,2000,25,,
481,6/6/2023,Jun,Tue,2023,CUST481,Female,43,Adult,Electronics,4,300,1200,15,,
482,4/27/2023,Apr,Thu,2023,CUST482,Female,28,Adult,Clothing,4,300,1200,15,,
483,4/25/2023,Apr,Tue,2023,CUST483,Male,55,Older Adults,Clothing,1,30,30,1.5,,
484,1/13/2023,Jan,Fri,2023,CUST484,Female,19,Adolescents,Clothing,4,300,1200,15,,
485,12/4/2023,Dec,Mon,2023,CUST485,Male,24,Adolescents,Electronics,1,30,30,1.5,,
486,4/9/2023,Apr,Sun,2023,CUST486,Female,35,Adult,Electronics,1,25,25,1.25,,
487,7/24/2023,Jul,Mon,2023,CUST487,Male,44,Adult,Clothing,4,500,2000,25,,
488,6/18/2023,Jun,Sun,2023,CUST488,Female,51,Older Adults,Electronics,3,300,900,15,,
489,5/23/2023,May,Tue,2023,CUST489,Male,44,Adult,Electronics,1,30,30,1.5,,
490,2/5/2023,Feb,Sun,2023,CUST490,Male,34,Adult,Clothing,3,50,150,2.5,,
491,5/23/2023,May,Tue,2023,CUST491,Female,60,Older Adults,Electronics,3,300,900,15,,
492,6/29/2023,Jun,Thu,2023,CUST492,Male,61,Older Adults,Beauty,4,25,100,1.25,,
493,11/25/2023,Nov,Sat,2023,CUST493,Male,41,Adult,Beauty,2,25,50,1.25,,
494,9/18/2023,Sep,Mon,2023,CUST494,Female,42,Adult,Beauty,4,50,200,2.5,,
495,7/24/2023,Jul,Mon,2023,CUST495,Male,24,Adolescents,Beauty,2,30,60,1.5,,
496,12/14/2023,Dec,Thu,2023,CUST496,Male,23,Adolescents,Clothing,2,300,600,15,,
497,10/2/2023,Oct,Mon,2023,CUST497,Male,41,Adult,Clothing,4,30,120,1.5,,
498,6/19/2023,Jun,Mon,2023,CUST498,Female,50,Older Adults,Clothing,4,25,100,1.25,,
